name,date,price,maxp,minp,qty,opnp
WHAIR,2026-04-29,7.55,7.55,7.35,2339848,7.4
TFFIF,2026-04-29,6.55,6.6,6.45,2489443,6.45
WHAIR,2026-04-30,7.6,7.6,7.5,693822,7.5
TFFIF,2026-04-30,6.55,6.55,6.5,1289958,6.55
WHAIR,2026-05-05,7.65,7.65,7.5,1184995,7.55
TFFIF,2026-05-05,6.55,6.55,6.5,3413833,6.55
WHAIR,2026-05-06,7.65,7.65,7.6,825630,7.6
TFFIF,2026-05-06,6.6,6.6,6.5,5906959,6.55
WHAIR,2026-05-07,7.6,7.7,7.6,1356301,7.65
TFFIF,2026-05-07,6.55,6.6,6.5,5526462,6.6
WHAIR,2026-05-08,7.65,7.7,7.6,823613,7.6
TFFIF,2026-05-08,6.5,6.6,6.5,2974361,6.55
TFFIF,2026-05-11,6.55,6.6,6.5,4513321,6.5
WHAIR,2026-05-11,7.65,7.65,7.6,789114,7.6
WHAIR,2026-05-12,7.6,7.65,7.55,648623,7.6
TFFIF,2026-05-12,6.65,6.65,6.55,5749424,6.55
WHAIR,2026-05-13,7.5,7.65,7.5,1936907,7.6
TFFIF,2026-05-13,6.65,6.7,6.6,5095571,6.6
WHAIR,2026-05-14,7.55,7.6,7.5,322561,7.5
TFFIF,2026-05-14,6.6,6.7,6.6,1353386,6.7
WHAIR,2026-05-15,7.5,7.55,7.5,388092,7.5
TFFIF,2026-05-15,6.7,6.7,6.6,1980543,6.65
WHAIR,2026-05-18,7.5,7.55,7.45,1209017,7.5
TFFIF,2026-05-18,6.65,6.7,6.6,2477470,6.65
WHAIR,2026-05-19,7.4,7.5,7.4,1057814,7.5
TFFIF,2026-05-19,6.6,6.65,6.6,1496255,6.65
WHAIR,2026-05-20,7.45,7.45,7.4,1037900,7.4
TFFIF,2026-05-20,6.6,6.7,6.6,3481385,6.65
TFFIF,2026-05-21,6.65,6.7,6.6,3654199,6.65
WHAIR,2026-05-21,7.55,7.55,7.45,682610,7.45
TFFIF,2026-05-22,6.6,6.65,6.6,1470220,6.6
WHAIR,2026-05-22,7.5,7.5,7.45,574211,7.45
